carat,cut,color,clarity,depth,table,price,x,y,z,volume,x/y_ratio,t/d_ratio,category_color,category_clarity
0.43,Ideal,I,VVS1,63.0,56.0,968,4.86,4.83,3.05,71.6,1.01,0.89,Near Colorless,Very Very Slightly Included
0.71,Ideal,F,SI1,61.5,56.0,2633,5.76,5.69,3.52,115.37,1.01,0.91,Colorless,Slightly Included
0.34,Good,H,VS2,63.7,57.0,537,4.42,4.44,2.82,55.34,1.0,0.89,Near Colorless,Very Slightly Included
1.03,Premium,E,VS1,62.8,58.0,8629,6.46,6.41,4.04,167.29,1.01,0.92,Colorless,Very Slightly Included
0.41,Premium,G,VS2,61.4,59.0,827,4.75,4.79,2.93,66.66,0.99,0.96,Near Colorless,Very Slightly Included
1.04,Ideal,H,SI2,60.5,57.0,3786,6.55,6.51,3.95,168.43,1.01,0.94,Near Colorless,Slightly Included
0.51,Ideal,G,VVS2,61.8,56.0,1875,5.1,5.16,3.17,83.42,0.99,0.91,Near Colorless,Very Very Slightly Included
1.3,Very Good,I,VS1,62.6,57.0,6819,6.92,6.95,4.34,208.73,1.0,0.91,Near Colorless,Very Slightly Included
0.42,Very Good,H,SI1,63.2,58.0,898,4.79,4.77,3.02,69.0,1.0,0.92,Near Colorless,Slightly Included
0.51,Very Good,I,SI2,63.3,58.0,995,5.09,5.02,3.2,81.77,1.01,0.92,Near Colorless,Slightly Included
0.97,Premium,H,SI2,58.8,58.0,3346,6.44,6.41,3.78,156.04,1.0,0.99,Near Colorless,Slightly Included
1.07,Fair,G,SI2,66.8,57.0,3545,6.34,6.26,4.21,167.09,1.01,0.85,Near Colorless,Slightly Included
0.32,Very Good,E,IF,61.4,55.0,1018,4.43,4.46,2.73,53.94,0.99,0.9,Colorless,Internally Flawless
0.38,Ideal,I,SI2,61.6,56.0,554,4.65,4.67,2.87,62.32,1.0,0.91,Near Colorless,Slightly Included
0.88,Ideal,F,SI1,62.3,53.0,4054,6.12,6.15,3.82,143.78,1.0,0.85,Colorless,Slightly Included
0.4,Ideal,D,VS2,61.3,56.0,982,4.74,4.79,2.92,66.3,0.99,0.91,Colorless,Very Slightly Included
0.33,Ideal,E,VS2,61.5,55.0,738,4.47,4.5,2.76,55.52,0.99,0.89,Colorless,Very Slightly Included
0.39,Ideal,F,SI1,61.8,55.0,886,4.7,4.72,2.91,64.56,1.0,0.89,Colorless,Slightly Included
1.27,Good,H,SI2,63.6,58.0,4552,6.82,6.74,4.31,198.12,1.01,0.91,Near Colorless,Slightly Included
0.77,Very Good,D,VS1,62.4,58.0,3643,5.82,5.87,3.65,124.7,0.99,0.93,Colorless,Very Slightly Included
0.24,Very Good,E,VVS2,57.7,61.0,478,4.12,4.13,2.38,40.5,1.0,1.06,Colorless,Very Very Slightly Included
1.0,Very Good,E,SI2,63.5,56.0,3763,6.37,6.3,4.02,161.33,1.01,0.88,Colorless,Slightly Included
0.32,Very Good,G,VS1,62.8,59.0,645,4.33,4.37,2.73,51.66,0.99,0.94,Near Colorless,Very Slightly Included
0.41,Very Good,E,SI1,60.0,58.0,674,4.79,4.88,2.9,67.79,0.98,0.97,Colorless,Slightly Included
0.33,Ideal,D,VVS2,60.3,57.0,1062,4.52,4.47,2.71,54.75,1.01,0.95,Colorless,Very Very Slightly Included
0.5,Ideal,H,VS2,61.7,55.0,1626,5.11,5.14,3.16,83.0,0.99,0.89,Near Colorless,Very Slightly Included
0.27,Ideal,H,VS1,62.2,56.0,449,4.12,4.15,2.57,43.94,0.99,0.9,Near Colorless,Very Slightly Included
0.4,Very Good,H,VVS1,63.9,57.0,968,4.62,4.68,2.97,64.22,0.99,0.89,Near Colorless,Very Very Slightly Included
1.16,Ideal,F,SI1,62.6,58.0,6768,6.68,6.73,4.2,188.82,0.99,0.93,Colorless,Slightly Included
0.3,Ideal,G,VS2,62.2,54.0,495,4.29,4.33,2.68,49.78,0.99,0.87,Near Colorless,Very Slightly Included
0.64,Ideal,F,VVS2,61.0,56.0,3336,5.55,5.59,3.4,105.48,0.99,0.92,Colorless,Very Very Slightly Included
1.04,Ideal,F,SI1,62.1,56.0,4426,6.54,6.47,4.04,170.95,1.01,0.9,Colorless,Slightly Included
0.88,Very Good,H,VS2,63.2,57.0,3472,6.08,6.15,3.87,144.71,0.99,0.9,Near Colorless,Very Slightly Included
0.3,Premium,G,VS1,61.9,59.0,776,4.32,4.3,2.67,49.6,1.0,0.95,Near Colorless,Very Slightly Included
1.51,Ideal,G,VVS2,62.3,55.0,14616,7.29,7.35,4.56,244.33,0.99,0.88,Near Colorless,Very Very Slightly Included
1.01,Very Good,F,SI1,63.5,59.0,4989,6.38,6.29,4.02,161.32,1.01,0.93,Colorless,Slightly Included
1.21,Ideal,G,VVS1,61.4,58.0,10483,6.85,6.89,4.22,199.17,0.99,0.94,Near Colorless,Very Very Slightly Included
1.0,Very Good,E,SI2,59.1,61.0,4004,6.39,6.44,3.79,155.96,0.99,1.03,Colorless,Slightly Included
0.52,Ideal,E,VS1,62.5,56.0,1668,5.11,5.16,3.21,84.64,0.99,0.9,Colorless,Very Slightly Included
0.3,Ideal,I,VVS1,62.3,55.0,709,4.29,4.28,2.67,49.02,1.0,0.88,Near Colorless,Very Very Slightly Included
1.01,Ideal,E,VS2,60.4,58.0,7900,6.49,6.52,3.93,166.3,1.0,0.96,Colorless,Very Slightly Included
0.38,Premium,E,SI2,59.9,56.0,596,4.79,4.72,2.85,64.44,1.01,0.93,Colorless,Slightly Included
0.34,Ideal,F,VS1,61.1,55.0,764,4.53,4.57,2.78,57.55,0.99,0.9,Colorless,Very Slightly Included
0.3,Premium,J,VS1,62.7,59.0,506,4.28,4.24,2.67,48.45,1.01,0.94,Near Colorless,Very Slightly Included
0.91,Premium,F,SI2,62.9,57.0,3346,6.16,6.11,3.86,145.28,1.01,0.91,Colorless,Slightly Included
0.9,Very Good,G,SI2,62.3,58.0,3398,6.15,6.2,3.85,146.8,0.99,0.93,Near Colorless,Slightly Included
0.3,Ideal,D,VS1,62.2,56.0,835,4.31,4.27,2.67,49.14,1.01,0.9,Colorless,Very Slightly Included
0.7,Ideal,E,VVS1,61.8,55.0,5338,5.69,5.73,3.53,115.09,0.99,0.89,Colorless,Very Very Slightly Included
0.56,Premium,G,VS2,60.9,58.0,1698,5.36,5.34,3.26,93.31,1.0,0.95,Near Colorless,Very Slightly Included
0.23,Very Good,F,VVS2,62.0,58.0,530,3.89,3.92,2.42,36.9,0.99,0.94,Colorless,Very Very Slightly Included
0.39,Premium,J,VVS1,61.8,56.0,921,4.71,4.64,2.89,63.16,1.02,0.91,Near Colorless,Very Very Slightly Included
1.05,Very Good,G,VS2,62.8,57.0,6486,6.45,6.49,4.06,169.95,0.99,0.91,Near Colorless,Very Slightly Included
1.2,Fair,I,I1,62.2,66.0,3011,6.77,6.7,4.2,190.51,1.01,1.06,Near Colorless,Included
0.71,Good,I,SI1,63.6,63.0,1774,5.64,5.61,3.58,113.27,1.01,0.99,Near Colorless,Slightly Included
0.7,Ideal,F,VS2,62.7,55.0,3011,5.66,5.69,3.56,114.65,0.99,0.88,Colorless,Very Slightly Included
0.38,Ideal,E,VS2,61.5,55.0,813,4.67,4.7,2.88,63.21,0.99,0.89,Colorless,Very Slightly Included
1.0,Very Good,F,SI1,61.0,60.0,5804,6.38,6.43,3.91,160.4,0.99,0.98,Colorless,Slightly Included
0.84,Very Good,G,SI2,62.9,55.0,2584,5.99,6.12,3.8,139.3,0.98,0.87,Near Colorless,Slightly Included
0.54,Ideal,F,IF,62.2,54.0,2729,5.24,5.27,3.27,90.3,0.99,0.87,Colorless,Internally Flawless
0.5,Ideal,E,VS2,62.2,54.0,1746,5.11,5.08,3.17,82.29,1.01,0.87,Colorless,Very Slightly Included
0.3,Very Good,I,VS1,61.8,63.0,567,4.29,4.26,2.64,48.25,1.01,1.02,Near Colorless,Very Slightly Included
0.38,Premium,G,VS1,60.6,58.0,1069,4.67,4.64,2.82,61.11,1.01,0.96,Near Colorless,Very Slightly Included
0.93,Good,I,VS2,58.2,60.0,3946,6.41,6.48,3.75,155.76,0.99,1.03,Near Colorless,Very Slightly Included
0.7,Fair,E,SI2,64.4,58.0,1998,5.58,5.51,3.57,109.76,1.01,0.9,Colorless,Slightly Included
0.52,Ideal,D,VS2,60.3,56.0,1802,5.27,5.24,3.17,87.54,1.01,0.93,Colorless,Very Slightly Included
2.0,Good,J,SI1,64.2,61.0,11988,7.72,7.69,4.95,293.87,1.0,0.95,Near Colorless,Slightly Included
0.32,Ideal,F,IF,61.2,57.0,958,4.44,4.45,2.72,53.74,1.0,0.93,Colorless,Internally Flawless
0.9,Good,E,SI1,63.8,61.0,3391,6.05,6.08,3.87,142.35,1.0,0.96,Colorless,Slightly Included
1.0,Fair,D,SI2,65.2,56.0,3634,6.27,6.21,4.07,158.47,1.01,0.86,Colorless,Slightly Included
0.91,Premium,J,VS2,61.6,58.0,3058,6.28,6.23,3.85,150.63,1.01,0.94,Near Colorless,Very Slightly Included
1.15,Ideal,G,SI2,62.3,56.0,4838,6.67,6.75,4.18,188.19,0.99,0.9,Near Colorless,Slightly Included
0.9,Very Good,H,SI1,63.3,58.0,3500,6.04,6.13,3.85,142.55,0.99,0.92,Near Colorless,Slightly Included
0.3,Very Good,I,VS1,63.5,57.0,608,4.29,4.24,2.71,49.29,1.01,0.9,Near Colorless,Very Slightly Included
0.34,Premium,I,SI1,60.2,59.0,574,4.55,4.52,2.73,56.15,1.01,0.98,Near Colorless,Slightly Included
0.41,Ideal,F,VVS1,62.3,55.0,1295,4.74,4.79,2.97,67.43,0.99,0.88,Colorless,Very Very Slightly Included
1.22,Ideal,G,VS2,61.4,56.0,8213,6.88,6.9,4.23,200.81,1.0,0.91,Near Colorless,Very Slightly Included
0.33,Ideal,F,VVS2,61.9,56.0,1040,4.46,4.42,2.75,54.21,1.01,0.9,Colorless,Very Very Slightly Included
0.91,Premium,E,VS2,61.6,58.0,4739,6.2,6.18,3.81,145.98,1.0,0.94,Colorless,Very Slightly Included
0.3,Premium,H,VS2,62.3,58.0,473,4.31,4.33,2.69,50.2,1.0,0.93,Near Colorless,Very Slightly Included
1.23,Premium,H,VVS2,62.8,56.0,8004,6.9,6.82,4.31,202.82,1.01,0.89,Near Colorless,Very Very Slightly Included
0.38,Ideal,E,SI2,62.2,56.0,663,4.64,4.66,2.89,62.49,1.0,0.9,Colorless,Slightly Included
0.23,Very Good,E,VS1,59.5,58.0,402,4.01,4.06,2.4,39.07,0.99,0.97,Colorless,Very Slightly Included
1.16,Premium,J,VS2,62.2,59.0,4702,6.74,6.69,4.18,188.48,1.01,0.95,Near Colorless,Very Slightly Included
1.08,Ideal,E,VS2,62.0,54.0,7548,6.62,6.57,4.09,177.89,1.01,0.87,Colorless,Very Slightly Included
0.35,Ideal,H,SI1,61.9,55.0,541,4.54,4.57,2.82,58.51,0.99,0.89,Near Colorless,Slightly Included
0.71,Good,G,SI1,62.3,56.0,2251,5.68,5.72,3.55,115.34,0.99,0.9,Near Colorless,Slightly Included
1.01,Premium,G,SI1,62.1,56.0,4805,6.42,6.36,3.97,162.1,1.01,0.9,Near Colorless,Slightly Included
0.32,Very Good,H,VS2,60.6,58.0,505,4.44,4.47,2.7,53.59,0.99,0.96,Near Colorless,Very Slightly Included
0.4,Ideal,E,VVS2,61.4,59.0,1106,4.71,4.74,2.9,64.74,0.99,0.96,Colorless,Very Very Slightly Included
1.0,Fair,J,SI2,69.9,61.0,2117,6.13,5.86,4.23,151.95,1.05,0.87,Near Colorless,Slightly Included
0.32,Ideal,D,SI1,60.9,56.0,756,4.43,4.4,2.69,52.43,1.01,0.92,Colorless,Slightly Included
1.01,Good,D,SI1,61.8,60.0,5443,6.35,6.37,3.93,158.97,1.0,0.97,Colorless,Slightly Included
1.46,Premium,H,SI2,61.4,59.0,7604,7.3,7.26,4.47,236.9,1.01,0.96,Near Colorless,Slightly Included
1.67,Premium,I,VS1,61.1,58.0,11400,7.69,7.6,4.67,272.93,1.01,0.95,Near Colorless,Very Slightly Included
0.41,Ideal,E,VVS1,61.4,57.0,1221,4.77,4.8,2.94,67.31,0.99,0.93,Colorless,Very Very Slightly Included
1.02,Premium,D,VS2,61.5,58.0,7485,6.51,6.44,3.98,166.86,1.01,0.94,Colorless,Very Slightly Included
0.33,Ideal,G,VVS2,62.7,55.0,965,4.46,4.41,2.78,54.68,1.01,0.88,Near Colorless,Very Very Slightly Included
1.04,Ideal,F,SI2,62.1,57.0,4754,6.48,6.46,4.02,168.28,1.0,0.92,Colorless,Slightly Included
0.4,Premium,H,VS1,62.6,58.0,807,4.68,4.71,2.94,64.81,0.99,0.93,Near Colorless,Very Slightly Included
0.3,Ideal,F,VS2,62.0,54.0,776,4.34,4.31,2.68,50.13,1.01,0.87,Colorless,Very Slightly Included
0.72,Ideal,I,VS1,61.7,54.5,2430,5.77,5.8,3.57,119.47,0.99,0.88,Near Colorless,Very Slightly Included
0.85,Premium,F,VVS2,61.2,60.0,4451,6.13,6.1,3.74,139.85,1.0,0.98,Colorless,Very Very Slightly Included
1.01,Premium,G,SI2,61.0,58.0,4327,6.48,6.43,3.94,164.17,1.01,0.95,Near Colorless,Slightly Included
2.3,Premium,I,SI2,61.3,58.0,11051,8.53,8.46,5.21,375.97,1.01,0.95,Near Colorless,Slightly Included
0.31,Ideal,H,IF,61.4,56.0,789,4.39,4.41,2.7,52.27,1.0,0.91,Near Colorless,Internally Flawless
0.3,Ideal,D,SI1,61.9,55.0,524,4.32,4.34,2.68,50.25,1.0,0.89,Colorless,Slightly Included
0.54,Ideal,I,IF,60.8,56.0,1669,5.28,5.37,3.24,91.87,0.98,0.92,Near Colorless,Internally Flawless
0.9,Very Good,H,SI2,61.1,63.0,3105,6.19,6.12,3.76,142.44,1.01,1.03,Near Colorless,Slightly Included
1.01,Very Good,D,VVS2,62.5,59.0,10453,6.34,6.4,3.98,161.49,0.99,0.94,Colorless,Very Very Slightly Included
1.0,Ideal,I,SI2,58.8,55.0,3629,6.53,6.46,3.82,161.14,1.01,0.94,Near Colorless,Slightly Included
1.01,Good,F,SI2,63.6,59.0,4121,6.34,6.37,4.04,163.16,1.0,0.93,Colorless,Slightly Included
2.28,Ideal,J,VS2,62.7,57.0,16450,8.43,8.36,5.26,370.7,1.01,0.91,Near Colorless,Very Slightly Included
0.93,Premium,D,SI1,60.8,59.0,4448,6.27,6.24,3.8,148.67,1.0,0.97,Colorless,Slightly Included
0.4,Ideal,F,I1,63.3,60.0,630,4.68,4.64,2.95,64.06,1.01,0.95,Colorless,Included
0.33,Ideal,G,VVS1,61.1,56.0,838,4.47,4.5,2.74,55.12,0.99,0.92,Near Colorless,Very Very Slightly Included
0.7,Fair,E,SI2,65.3,56.0,1998,5.57,5.54,3.63,112.01,1.01,0.86,Colorless,Slightly Included
0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,129.67,0.99,0.9,Colorless,Slightly Included
0.25,Ideal,E,VVS2,62.1,57.0,576,4.04,4.07,2.52,41.44,0.99,0.92,Colorless,Very Very Slightly Included
0.43,Good,D,VS2,59.9,61.0,976,4.84,4.88,2.91,68.73,0.99,1.02,Colorless,Very Slightly Included
0.3,Good,F,VS2,63.5,55.0,484,4.25,4.28,2.71,49.29,0.99,0.87,Colorless,Very Slightly Included
0.7,Ideal,F,VS2,61.9,55.0,3011,5.7,5.74,3.54,115.82,0.99,0.89,Colorless,Very Slightly Included
0.23,Ideal,E,VS2,61.7,55.0,548,3.98,4.0,2.46,39.16,1.0,0.89,Colorless,Very Slightly Included
0.31,Ideal,F,IF,62.1,54.0,914,4.36,4.4,2.72,52.18,0.99,0.87,Colorless,Internally Flawless
0.84,Premium,F,SI2,62.3,59.0,2863,6.06,6.01,3.76,136.94,1.01,0.95,Colorless,Slightly Included
1.0,Premium,D,SI1,61.4,58.0,5880,6.43,6.37,3.93,160.97,1.01,0.94,Colorless,Slightly Included
1.13,Ideal,F,SI2,60.4,56.0,4449,6.78,6.72,4.08,185.89,1.01,0.93,Colorless,Slightly Included
0.4,Premium,D,VS1,60.9,58.0,1200,4.81,4.78,2.92,67.14,1.01,0.95,Colorless,Very Slightly Included
1.35,Ideal,J,VS2,61.4,57.0,5862,7.1,7.13,4.37,221.22,1.0,0.93,Near Colorless,Very Slightly Included
1.04,Ideal,F,SI1,62.2,57.0,4770,6.5,6.4,4.01,166.82,1.02,0.92,Colorless,Slightly Included
1.66,Premium,E,SI2,62.6,58.0,10553,7.53,7.48,4.7,264.72,1.01,0.93,Colorless,Slightly Included
0.3,Ideal,H,VS2,60.7,57.0,608,4.37,4.33,2.64,49.95,1.01,0.94,Near Colorless,Very Slightly Included
0.54,Premium,F,VS2,58.9,59.0,1667,5.37,5.32,3.15,89.99,1.01,1.0,Colorless,Very Slightly Included
0.3,Ideal,F,IF,60.0,59.0,873,4.37,4.39,2.63,50.45,1.0,0.98,Colorless,Internally Flawless
1.06,Fair,I,I1,64.5,57.0,2239,6.47,6.33,4.13,169.14,1.02,0.88,Near Colorless,Included
0.32,Premium,H,SI1,61.9,58.0,576,4.38,4.34,2.7,51.32,1.01,0.94,Near Colorless,Slightly Included
1.5,Good,H,VS2,63.9,60.0,10692,7.17,7.22,4.6,238.13,0.99,0.94,Near Colorless,Very Slightly Included
0.25,Very Good,D,VVS2,63.0,56.0,512,3.98,4.02,2.52,40.32,0.99,0.89,Colorless,Very Very Slightly Included
0.51,Ideal,H,VS1,62.0,56.0,1668,5.14,5.17,3.2,85.04,0.99,0.9,Near Colorless,Very Slightly Included
0.4,Very Good,F,VS2,63.6,56.0,867,4.66,4.68,2.97,64.77,1.0,0.88,Colorless,Very Slightly Included
1.05,Very Good,E,SI1,59.7,57.0,6224,6.63,6.71,3.98,177.06,0.99,0.95,Colorless,Slightly Included
1.2,Ideal,E,SI2,61.3,56.0,6006,6.85,6.88,4.21,198.41,1.0,0.91,Colorless,Slightly Included
0.44,Ideal,G,VVS1,60.3,57.0,1207,4.92,4.96,2.98,72.72,0.99,0.95,Near Colorless,Very Very Slightly Included
0.36,Premium,F,SI1,61.1,59.0,600,4.58,4.62,2.81,59.46,0.99,0.97,Colorless,Slightly Included
0.33,Ideal,F,VVS1,61.9,54.0,880,4.42,4.46,2.75,54.21,0.99,0.87,Colorless,Very Very Slightly Included
0.3,Ideal,G,VVS1,61.8,57.0,764,4.32,4.36,2.68,50.48,0.99,0.92,Near Colorless,Very Very Slightly Included
2.13,Very Good,G,SI2,61.5,57.0,15454,8.27,8.34,5.11,352.45,0.99,0.93,Near Colorless,Slightly Included
1.23,Ideal,G,VVS1,61.2,56.0,11182,6.94,6.9,4.23,202.56,1.01,0.92,Near Colorless,Very Very Slightly Included
2.02,Ideal,H,SI2,60.8,56.0,11715,8.21,8.14,4.97,332.14,1.01,0.92,Near Colorless,Slightly Included
1.06,Very Good,H,SI2,62.6,58.0,3958,6.46,6.52,4.06,171.0,0.99,0.93,Near Colorless,Slightly Included
0.73,Fair,G,VS2,60.1,65.0,2401,5.91,5.81,3.52,120.87,1.02,1.08,Near Colorless,Very Slightly Included
0.9,Very Good,E,SI1,61.5,62.0,4239,6.15,6.2,3.8,144.89,0.99,1.01,Colorless,Slightly Included
0.73,Ideal,G,VS1,61.8,57.0,3041,5.78,5.81,3.58,120.22,0.99,0.92,Near Colorless,Very Slightly Included
0.9,Very Good,D,SI2,61.0,59.0,3806,6.14,6.18,3.76,142.67,0.99,0.97,Colorless,Slightly Included
0.95,Good,I,SI2,63.8,57.0,2956,6.13,6.23,3.94,150.47,0.98,0.89,Near Colorless,Slightly Included
0.34,Premium,J,VS2,62.3,60.0,417,4.46,4.49,2.79,55.87,0.99,0.96,Near Colorless,Very Slightly Included
0.9,Very Good,F,SI1,59.6,63.0,3992,6.24,6.17,3.7,142.45,1.01,1.06,Colorless,Slightly Included
0.91,Premium,D,SI2,58.3,60.0,3511,6.4,6.33,3.71,150.3,1.01,1.03,Colorless,Slightly Included
0.3,Ideal,F,VVS1,61.9,56.0,802,4.29,4.33,2.67,49.6,0.99,0.9,Colorless,Very Very Slightly Included
0.79,Very Good,F,SI1,61.5,58.0,3047,5.94,5.97,3.66,129.79,0.99,0.94,Colorless,Slightly Included
0.31,Very Good,F,VS2,62.7,57.0,500,4.31,4.36,2.72,51.11,0.99,0.91,Colorless,Very Slightly Included
1.33,Ideal,H,VS1,59.3,57.0,8558,7.18,7.22,4.27,221.36,0.99,0.96,Near Colorless,Very Slightly Included
1.2,Ideal,G,VS1,62.4,57.1,8698,6.72,6.79,4.23,193.01,0.99,0.92,Near Colorless,Very Slightly Included
1.51,Premium,H,SI1,60.3,62.0,9762,7.54,7.41,4.51,251.98,1.02,1.03,Near Colorless,Slightly Included
1.02,Good,G,VS2,63.8,59.0,6080,6.34,6.27,4.02,159.8,1.01,0.92,Near Colorless,Very Slightly Included
1.16,Very Good,F,SI1,63.4,55.0,6301,6.73,6.65,4.24,189.76,1.01,0.87,Colorless,Slightly Included
1.45,Very Good,J,SI1,62.4,57.0,6316,7.16,7.23,4.49,232.43,0.99,0.91,Near Colorless,Slightly Included
0.33,Premium,I,IF,62.1,58.0,891,4.43,4.39,2.74,53.29,1.01,0.93,Near Colorless,Internally Flawless
0.51,Fair,G,SI1,65.2,55.0,1071,5.04,5.02,3.28,82.99,1.0,0.84,Near Colorless,Slightly Included
0.7,Very Good,F,VS2,62.1,58.0,2400,5.68,5.72,3.54,115.01,0.99,0.93,Colorless,Very Slightly Included
1.0,Premium,F,VS2,61.6,55.0,6209,6.42,6.34,3.93,159.96,1.01,0.89,Colorless,Very Slightly Included
0.5,Premium,G,VVS2,59.6,60.0,1838,5.15,5.18,3.08,82.17,0.99,1.01,Near Colorless,Very Very Slightly Included
1.01,Premium,F,VS2,62.7,58.0,6097,6.4,6.39,4.01,163.99,1.0,0.93,Colorless,Very Slightly Included
1.0,Good,H,SI2,63.9,55.0,3584,6.41,6.34,4.07,165.4,1.01,0.86,Near Colorless,Slightly Included
0.41,Premium,G,SI1,62.6,59.0,923,4.77,4.72,2.97,66.87,1.01,0.94,Near Colorless,Slightly Included
1.09,Premium,H,VS2,60.0,56.0,5677,6.73,6.68,4.02,180.72,1.01,0.93,Near Colorless,Very Slightly Included
0.35,Very Good,F,SI1,61.7,58.0,583,4.51,4.54,2.79,57.13,0.99,0.94,Colorless,Slightly Included
0.32,Ideal,G,VVS1,61.2,56.0,814,4.42,4.44,2.71,53.18,1.0,0.92,Near Colorless,Very Very Slightly Included
1.14,Very Good,H,SI2,63.3,57.0,4615,6.6,6.63,4.19,183.35,1.0,0.9,Near Colorless,Slightly Included
0.42,Very Good,D,VS1,62.5,57.0,1109,4.75,4.85,3.0,69.11,0.98,0.91,Colorless,Very Slightly Included
0.31,Very Good,G,VS1,58.2,61.0,583,4.42,4.45,2.58,50.75,0.99,1.05,Near Colorless,Very Slightly Included
0.9,Good,E,SI2,65.8,60.0,3595,5.94,5.97,3.92,139.01,0.99,0.91,Colorless,Slightly Included
2.03,Ideal,G,SI1,63.0,56.0,12618,8.04,7.99,5.05,324.41,1.01,0.89,Near Colorless,Slightly Included
1.0,Premium,G,VS1,62.0,62.0,6115,6.38,6.33,3.94,159.12,1.01,1.0,Near Colorless,Very Slightly Included
1.02,Good,H,SI2,57.9,61.0,3770,6.75,6.68,3.89,175.4,1.01,1.05,Near Colorless,Slightly Included
1.5,Ideal,I,VS1,62.0,53.0,9618,7.4,7.35,4.57,248.56,1.01,0.85,Near Colorless,Very Slightly Included
0.34,Ideal,H,IF,61.7,56.0,863,4.5,4.51,2.78,56.42,1.0,0.91,Near Colorless,Internally Flawless
0.73,Ideal,G,VVS2,61.0,56.0,3783,5.82,5.86,3.56,121.41,0.99,0.92,Near Colorless,Very Very Slightly Included
0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66,126.32,1.01,0.91,Near Colorless,Slightly Included
1.11,Very Good,H,SI2,59.8,60.0,4456,6.66,6.75,4.01,180.27,0.99,1.0,Near Colorless,Slightly Included
1.0,Premium,F,SI1,59.0,59.0,4144,6.55,6.5,3.85,163.91,1.01,1.0,Colorless,Slightly Included
1.04,Ideal,I,SI1,61.4,55.0,4423,6.5,6.59,4.02,172.2,0.99,0.9,Near Colorless,Slightly Included
2.01,Ideal,G,SI2,61.9,57.0,17555,8.0,8.08,4.98,321.91,0.99,0.92,Near Colorless,Slightly Included
0.3,Premium,D,VS2,62.9,59.0,911,4.27,4.22,2.67,48.11,1.01,0.94,Colorless,Very Slightly Included
2.12,Ideal,H,SI2,62.4,57.0,16466,8.19,8.16,5.1,340.84,1.0,0.91,Near Colorless,Slightly Included
1.13,Ideal,I,VS2,62.3,56.0,4940,6.63,6.73,4.16,185.62,0.99,0.9,Near Colorless,Very Slightly Included
0.38,Ideal,E,VS1,61.9,56.0,1069,4.67,4.63,2.88,62.27,1.01,0.9,Colorless,Very Slightly Included
0.44,Premium,G,VVS2,61.3,60.0,1155,4.94,4.88,3.01,72.56,1.01,0.98,Near Colorless,Very Very Slightly Included
0.6,Ideal,G,VVS2,61.4,59.0,2313,5.37,5.41,3.31,96.16,0.99,0.96,Near Colorless,Very Very Slightly Included
0.72,Good,E,VS1,57.9,60.0,3048,5.97,5.91,3.44,121.37,1.01,1.04,Colorless,Very Slightly Included
0.26,Premium,G,VS1,61.3,60.0,382,4.07,4.12,2.51,42.09,0.99,0.98,Near Colorless,Very Slightly Included
0.7,Ideal,F,SI2,62.6,53.0,2011,5.72,5.69,3.57,116.19,1.01,0.85,Colorless,Slightly Included
0.52,Very Good,E,VS2,61.5,58.0,1625,5.18,5.24,3.2,86.86,0.99,0.94,Colorless,Very Slightly Included
0.55,Ideal,E,SI1,62.3,56.0,1668,5.26,5.23,3.27,89.96,1.01,0.9,Colorless,Slightly Included
1.02,Ideal,F,VS2,62.7,54.0,6597,6.5,6.42,4.05,169.01,1.01,0.86,Colorless,Very Slightly Included
0.33,Very Good,G,VS2,62.1,56.0,579,4.41,4.44,2.75,53.85,0.99,0.9,Near Colorless,Very Slightly Included
0.3,Ideal,J,VS2,61.9,56.0,630,4.33,4.3,2.67,49.71,1.01,0.9,Near Colorless,Very Slightly Included
0.77,Ideal,I,VVS2,62.1,55.0,2598,5.85,5.9,3.65,125.98,0.99,0.89,Near Colorless,Very Very Slightly Included
0.51,Very Good,E,VS2,63.5,56.0,1662,5.08,5.06,3.22,82.77,1.0,0.88,Colorless,Very Slightly Included
0.9,Ideal,G,SI2,62.8,54.0,3820,6.11,6.15,3.85,144.67,0.99,0.86,Near Colorless,Slightly Included
1.02,Fair,H,SI1,56.9,58.0,4935,6.64,6.75,3.81,170.76,0.98,1.02,Near Colorless,Slightly Included
1.21,Very Good,G,VS2,59.5,58.0,7906,6.96,7.03,4.16,203.54,0.99,0.97,Near Colorless,Very Slightly Included
1.01,Very Good,D,SI1,62.9,59.0,5443,6.39,6.43,4.03,165.58,0.99,0.94,Colorless,Slightly Included
1.01,Very Good,F,SI1,61.3,60.0,5975,6.39,6.43,3.93,161.47,0.99,0.98,Colorless,Slightly Included
0.42,Ideal,I,VVS1,60.5,57.0,865,4.84,4.88,2.94,69.44,0.99,0.94,Near Colorless,Very Very Slightly Included
0.34,Ideal,D,SI1,61.3,57.0,803,4.5,4.44,2.74,54.75,1.01,0.93,Colorless,Slightly Included
0.82,Very Good,F,VVS2,63.1,59.0,4141,5.91,5.97,3.75,132.31,0.99,0.94,Colorless,Very Very Slightly Included
1.23,Premium,G,VS1,62.8,56.0,8381,6.86,6.81,4.29,200.41,1.01,0.89,Near Colorless,Very Slightly Included
0.4,Premium,I,SI2,62.9,59.0,585,4.68,4.63,2.93,63.49,1.01,0.94,Near Colorless,Slightly Included
